ID,TAXONOMY,IS_HCP
130957,-1,0
130958,-1,0
130959,-1,0
130960,208000000X,1
130961,2084N0400X,1
130962,-1,0
130963,-1,0
130964,-1,0
130965,208100000X,1
130966,-1,0
130967,-1,0
130968,2084N0400X,1
130969,-1,0
130970,-1,0
130971,208000000X,1
130972,2084N0400X,1
130973,-1,0
130974,-1,0
130975,-1,0
130976,-1,0
130977,2084P0800X,1
130978,-1,0
130979,207Q00000X,1
130980,-1,0
130981,207W00000X,1
130982,2084N0400X,1
130983,-1,0
130984,-1,0
130985,2084N0400X,1
130986,2084N0400X,1
130987,2084P0800X,1
130988,-1,0
130989,207Q00000X,1
130990,-1,0
130991,-1,0
130992,-1,0
130993,-1,0
130994,207R00000X,1
130995,-1,1
130996,-1,0
130997,-1,0
130998,2084N0400X,1
130999,-1,0
131000,-1,0
131001,-1,0
131002,-1,0
131003,207T00000X,1
131004,207N00000X,1
131005,-1,0
131006,-1,0
131007,-1,0
131008,-1,0
131009,207T00000X,1
131010,-1,0
131011,-1,0
131012,-1,0
131013,2084P0800X,1
131014,204D00000X,1
131015,-1,0
131016,-1,0
131017,-1,0
131018,-1,0
131019,-1,0
131020,2084N0400X,1
131021,-1,0
131022,2084P0800X,1
131023,-1,0
131024,-1,0
131025,-1,0
131026,2084N0400X,1
131027,-1,1
131028,-1,0
131029,-1,0
131030,2084N0400X,1
131031,-1,0
131032,-1,0
131033,2084N0600X,1
131034,-1,0
131035,-1,0
131036,2084P0800X,1
131037,-1,0
131038,-1,0
131039,208600000X,1
131040,-1,0
131041,-1,0
131042,-1,0
131043,-1,0
131044,-1,0
131045,-1,0
131046,-1,0
131047,-1,0
131048,-1,0
131049,-1,0
131050,-1,0
131051,-1,0
131052,-1,0
131053,-1,1
131054,2084N0400X,1
131055,-1,0
131056,-1,0
131057,-1,0
131058,-1,0
131059,-1,0
131060,-1,0
131061,-1,0
131062,-1,0
131063,-1,1
131064,-1,0
131065,2084N0400X,1
131066,-1,0
131067,207W00000X,1
131068,207N00000X,1
131069,-1,0
131070,-1,0
131071,2084N0400X,1
131072,2084P0800X,1
131073,2084P0800X,1
131074,207T00000X,1
131075,-1,0
131076,-1,0
131077,-1,0
131078,-1,0
131079,2084P0800X,1
131080,-1,0
131081,-1,0
131082,2084P0800X,1
131083,-1,0
131084,-1,0
131085,-1,0
131086,-1,0
131087,-1,0
131088,-1,0
131089,-1,0
131090,-1,0
131091,-1,0
131092,-1,0
131093,-1,0
131094,-1,0
131095,-1,0
131096,-1,0
131097,-1,0
131098,207RH0003X,1
131099,-1,0
131100,-1,0
131101,-1,0
131102,-1,0
131103,-1,0
131104,2084N0400X,1
131105,-1,0
131106,2084P0800X,1
131107,-1,0
131108,-1,0
131109,2084P0800X,1
131110,2085R0001X,1
131111,-1,0
131112,-1,0
131113,-1,1
131114,-1,0
131115,-1,0
131116,-1,0
131117,-1,0
131118,-1,0
131119,-1,0
131120,-1,0
131121,-1,0
131122,-1,0
131123,-1,0
131124,-1,0
131125,-1,1
131126,2084P0800X,1
131127,-1,0
131128,-1,0
131129,2084P0800X,1
131130,-1,0
131131,-1,0
131132,-1,0
131133,-1,0
131134,-1,0
131135,-1,0
131136,-1,0
131137,2084N0400X,1
131138,-1,0
131139,-1,0
131140,-1,0
131141,-1,0
131142,-1,0
131143,2084N0400X,1
131144,-1,0
131145,-1,0
131146,2084N0400X,1
131147,-1,0
131148,-1,0
131149,-1,0
131150,-1,0
131151,-1,0
131152,-1,0
131153,-1,0
131154,-1,0
131155,-1,0
131156,-1,0
131157,-1,0
131158,-1,0
131159,-1,0
131160,-1,0
131161,-1,0
131162,-1,0
131163,-1,0
131164,-1,0
131165,-1,0
131166,-1,0
131167,208VP0014X,1
131168,-1,0
131169,-1,0
131170,-1,0
131171,207RC0000X,1
131172,-1,0
131173,-1,0
131174,-1,0
131175,-1,0
131176,-1,0
131177,2084P0804X,1
131178,-1,0
131179,-1,0
131180,208D00000X,1
131181,-1,0
131182,-1,0
131183,-1,0
131184,-1,0
131185,-1,0
131186,-1,0
131187,-1,0
131188,207R00000X,1
131189,-1,0
131190,207Q00000X,1
131191,-1,0
131192,207ZP0105X,1
131193,-1,0
131194,2084N0400X,1
131195,-1,0
131196,-1,0
131197,-1,0
131198,-1,0
131199,-1,0
131200,-1,0
131201,-1,0
131202,-1,0
131203,-1,0
131204,-1,0
131205,-1,0
131206,-1,0
131207,2084P0800X,1
131208,-1,0
131209,-1,0
131210,-1,0
131211,-1,0
131212,207Q00000X,1
131213,207Q00000X,1
131214,207R00000X,1
131215,-1,0
131216,2084P0800X,1
131217,-1,0
131218,-1,0
131219,390200000X,1
131220,-1,0
131221,207R00000X,1
131222,-1,1
131223,-1,0
131224,-1,0
131225,-1,0
131226,2080P0008X,1
131227,-1,0
131228,-1,0
131229,-1,0
131230,-1,0
131231,-1,0
131232,-1,0
131233,-1,0
131234,-1,0
131235,-1,0
131236,2084N0400X,1
131237,-1,0
131238,-1,0
131239,-1,0
131240,2084P0800X,1
131241,207RC0200X,1
131242,-1,0
131243,-1,0
131244,207R00000X,1
131245,-1,0
131246,-1,0
131247,207RG0100X,1
131248,-1,0
131249,2084N0600X,1
131250,-1,0
131251,2084N0400X,1
131252,-1,0
131253,363L00000X,1
131254,-1,0
131255,-1,0
131256,-1,0
131257,-1,0
131258,-1,0
131259,207RI0200X,1
131260,2084P0800X,1
131261,-1,0
131262,2084P0800X,1
131263,2084N0400X,1
131264,207Q00000X,1
131265,2084P0800X,1
131266,-1,0
131267,2084N0400X,1
131268,-1,0
131269,-1,0
131270,-1,0
131271,207Q00000X,1
131272,-1,0
131273,2084P0800X,1
131274,-1,0
131275,-1,0
131276,2084P0800X,1
131277,207RG0100X,1
131278,-1,0
131279,-1,0
131280,-1,0
131281,-1,0
131282,-1,0
131283,-1,0
131284,-1,0
131285,-1,0
131286,-1,0
131287,-1,1
131288,-1,0
131289,2084N0400X,1
131290,-1,0
131291,-1,0
131292,-1,0
131293,-1,0
131294,-1,0
131295,-1,0
131296,-1,0
131297,207R00000X,1
131298,-1,0
131299,2084N0400X,1
131300,2084N0400X,1
131301,-1,0
131302,2085R0001X,1
131303,-1,0
131304,-1,0
131305,-1,0
131306,2080P0207X,1
131307,-1,0
131308,207Q00000X,1
131309,-1,0
131310,-1,0
131311,-1,0
131312,-1,0
131313,-1,0
131314,-1,0
131315,-1,0
131316,-1,0
131317,2084P0800X,1
131318,-1,0
131319,-1,0
131320,2084P0804X,1
131321,-1,0
131322,208000000X,1
131323,-1,0
131324,2084P0800X,1
131325,-1,0
131326,-1,0
131327,-1,0
131328,-1,0
131329,2084F0202X,1
131330,-1,0
131331,2084P0800X,1
131332,2084N0400X,1
131333,-1,0
131334,207N00000X,1
131335,-1,1
131336,-1,0
131337,2084P0800X,1
131338,-1,0
131339,-1,0
131340,-1,0
131341,207N00000X,1
131342,-1,0
131343,207RG0100X,1
131344,-1,0
131345,2084N0402X,1
131346,207Q00000X,1
131347,2084P0800X,1
131348,-1,0
131349,-1,0
131350,-1,0
131351,-1,0
131352,-1,0
131353,-1,0
131354,207R00000X,1
131355,2084P0800X,1
131356,-1,0
131357,-1,0
131358,208000000X,1
131359,-1,0
131360,-1,0
131361,-1,0
131362,2084N0400X,1
131363,-1,0
131364,2084P0800X,1
131365,-1,0
131366,2084N0400X,1
131367,-1,0
131368,-1,0
131369,-1,0
131370,2084N0400X,1
131371,-1,0
131372,-1,1
131373,-1,0
131374,-1,0
131375,-1,0
131376,207R00000X,1
131377,207R00000X,1
131378,-1,0
131379,2084N0400X,1
131380,-1,0
131381,-1,0
131382,-1,1
131383,207RN0300X,1
131384,-1,0
131385,-1,0
131386,-1,0
131387,-1,0
131388,-1,0
131389,2084P0800X,1
131390,-1,0
131391,207RR0500X,1
131392,-1,0
131393,2084P0800X,1
131394,-1,0
131395,207T00000X,1
131396,-1,0
131397,-1,0
131398,-1,0
131399,390200000X,1
131400,-1,0
131401,2084N0400X,1
131402,-1,0
131403,-1,0
131404,-1,0
131405,-1,0
131406,-1,0
131407,-1,0
131408,-1,0
131409,-1,0
131410,-1,0
131411,207R00000X,1
131412,-1,0
131413,207R00000X,1
131414,-1,0
131415,-1,0
131416,-1,1
131417,207Q00000X,1
131418,-1,0
131419,-1,0
131420,-1,0
131421,2084P0800X,1
131422,2084N0400X,1
131423,-1,0
131424,2084N0400X,1
131425,-1,0
131426,-1,0
131427,2084P0800X,1
131428,-1,0
131429,-1,0
131430,2084N0400X,1
131431,2084N0600X,1
131432,-1,0
131433,-1,0
131434,2084P0800X,1
131435,-1,0
131436,-1,0
131437,2084P0804X,1
131438,-1,0
131439,-1,0
131440,-1,0
131441,-1,0
131442,2084P0800X,1
131443,-1,0
131444,207T00000X,1
131445,-1,0
131446,-1,0
131447,207RG0300X,1
131448,207RR0500X,1
131449,-1,0
131450,-1,0
131451,-1,0
131452,-1,0
131453,-1,0
131454,-1,0
131455,208VP0014X,1
131456,-1,0
131457,2084P0800X,1
131458,2084N0400X,1
131459,-1,0
131460,-1,0
131461,207Q00000X,1
131462,2084N0400X,1
131463,-1,0
131464,-1,0
131465,-1,0
131466,207RG0100X,1
131467,-1,0
131468,-1,0
131469,-1,0
131470,-1,0
131471,-1,0
131472,207R00000X,1
131473,-1,0
131474,-1,0
131475,-1,0
131476,207Q00000X,1
131477,-1,0
131478,-1,0
131479,-1,0
131480,-1,0
131481,2084P0800X,1
131482,-1,0
131483,207T00000X,1
131484,-1,0
131485,-1,0
131486,-1,0
131487,-1,0
131488,-1,0
131489,-1,0
131490,-1,1
131491,-1,0
131492,-1,0
131493,-1,0
131494,-1,0
131495,-1,0
131496,2084P0800X,1
131497,-1,0
131498,-1,0
131499,-1,0
131500,-1,0
131501,2084N0400X,1
131502,-1,0
131503,-1,0
131504,-1,0
131505,2084P0800X,1
131506,207Q00000X,1
131507,-1,0
131508,-1,0
131509,-1,0
131510,-1,0
131511,-1,0
131512,2084N0400X,1
131513,-1,0
131514,-1,0
131515,-1,0
131516,-1,0
131517,-1,0
131518,-1,0
131519,2084P0804X,1
131520,2084N0400X,1
131521,-1,0
131522,2084N0400X,1
131523,-1,0
131524,-1,0
131525,-1,0
131526,-1,0
131527,2084P0800X,1
131528,-1,0
131529,-1,0
131530,2084N0400X,1
131531,-1,0
131532,-1,0
131533,2084P0800X,1
131534,-1,0
131535,-1,0
131536,-1,0
131537,-1,0
131538,-1,0
131539,-1,0
131540,-1,0
131541,-1,0
131542,2084P0800X,1
131543,-1,0
131544,207R00000X,1
131545,-1,0
131546,2084P0800X,1
131547,2084N0400X,1
131548,-1,0
131549,2084P0800X,1
131550,-1,0
131551,-1,0
131552,-1,0
131553,-1,0
131554,2084P0800X,1
131555,-1,0
131556,-1,0
131557,2084S0012X,1
131558,-1,0
131559,-1,0
131560,-1,0
131561,-1,0
131562,-1,0
131563,-1,0
131564,-1,0
131565,-1,0
131566,-1,0
131567,2084N0400X,1
131568,207R00000X,1
131569,-1,0
131570,2080A0000X,1
131571,2084P0800X,1
131572,-1,0
131573,-1,0
131574,-1,0
131575,207Q00000X,1
131576,-1,0
131577,-1,0
131578,-1,0
131579,2084P0800X,1
131580,-1,0
131581,-1,0
131582,-1,0
131583,-1,0
131584,-1,0
131585,-1,0
131586,-1,0
131587,-1,0
131588,207R00000X,1
131589,-1,0
131590,-1,0
131591,-1,0
131592,-1,0
131593,-1,0
131594,-1,0
131595,-1,0
131596,-1,0
131597,-1,0
131598,-1,0
131599,-1,1
131600,-1,0
131601,-1,0
131602,207Q00000X,1
131603,-1,0
131604,-1,0
131605,2084P0800X,1
131606,-1,0
131607,-1,0
131608,2084P0800X,1
131609,-1,0
131610,-1,1
131611,-1,0
131612,207R00000X,1
131613,207R00000X,1
131614,2084P0800X,1
131615,-1,0
131616,-1,0
131617,-1,0
131618,-1,0
131619,2084N0400X,1
131620,-1,0
131621,-1,0
131622,-1,0
131623,-1,0
131624,2084N0600X,1
131625,-1,0
131626,207R00000X,1
131627,-1,0
131628,2084P0800X,1
131629,-1,0
131630,-1,0
131631,-1,0
131632,-1,0
131633,-1,0
131634,-1,0
131635,-1,0
131636,-1,0
131637,2084N0400X,1
131638,2084N0400X,1
131639,208M00000X,1
131640,207R00000X,1
131641,2084P0800X,1
131642,-1,0
131643,-1,0
131644,-1,0
131645,-1,0
131646,-1,0
131647,2086S0129X,1
131648,-1,0
131649,-1,0
131650,2084P0800X,1
131651,-1,0
131652,-1,0
131653,-1,0
131654,2084P0800X,1
131655,208100000X,1
131656,-1,0
131657,-1,0
131658,-1,0
131659,2084N0400X,1
131660,-1,0
131661,-1,0
131662,207T00000X,1
131663,-1,0
131664,-1,0
131665,-1,0
131666,-1,0
131667,-1,0
131668,-1,0
131669,-1,0
131670,-1,0
131671,-1,0
131672,-1,0
131673,-1,0
131674,-1,0
131675,-1,0
131676,-1,0
131677,-1,0
131678,-1,0
131679,-1,0
131680,-1,1
131681,207R00000X,1
131682,2084N0400X,1
131683,-1,0
131684,-1,0
131685,-1,0
131686,2084P0800X,1
131687,-1,0
131688,207R00000X,1
131689,2084N0402X,1
131690,-1,0
131691,-1,0
131692,207RG0100X,1
131693,-1,0
131694,-1,0
131695,-1,0
131696,-1,0
131697,2084N0400X,1
131698,-1,0
131699,-1,0
131700,207R00000X,1
131701,208000000X,1
131702,-1,0
131703,-1,0
131704,-1,0
131705,-1,0
131706,-1,0
131707,207RX0202X,1
131708,-1,0
131709,-1,0
131710,-1,0
131711,-1,0
131712,-1,0
131713,2084P0800X,1
131714,-1,0
131715,-1,0
131716,207Q00000X,1
131717,-1,0
131718,-1,0
131719,-1,0
131720,2084P0800X,1
131721,-1,0
131722,-1,0
131723,-1,0
131724,-1,0
131725,-1,0
131726,-1,0
131727,-1,0
131728,-1,0
131729,-1,0
131730,-1,0
131731,-1,0
131732,-1,0
131733,-1,0
131734,2084P0800X,1
131735,-1,0
131736,2084N0400X,1
131737,-1,0
131738,-1,0
131739,-1,0
131740,-1,0
131741,-1,0
131742,-1,0
131743,-1,0
131744,-1,0
131745,-1,0
131746,-1,0
131747,2084N0402X,1
131748,-1,0
131749,-1,0
131750,2084P0800X,1
131751,-1,0
131752,-1,0
131753,2084N0400X,1
131754,207R00000X,1
131755,-1,0
131756,-1,0
131757,-1,0
131758,-1,0
131759,2084N0400X,1
131760,-1,0
131761,-1,0
131762,-1,0
131763,-1,0
131764,2084P0800X,1
131765,-1,0
131766,207R00000X,1
131767,-1,0
131768,-1,0
131769,-1,0
131770,-1,0
131771,-1,0
131772,-1,0
131773,2084N0400X,1
131774,2084N0400X,1
131775,-1,0
131776,-1,0
131777,2084N0400X,1
131778,-1,0
131779,-1,0
131780,207T00000X,1
131781,2084N0400X,1
131782,-1,0
131783,-1,0
131784,-1,0
131785,-1,0
131786,2084N0400X,1
131787,2084P0800X,1
131788,-1,0
131789,2084P0800X,1
131790,-1,0
131791,-1,0
131792,-1,0
131793,-1,0
131794,207Q00000X,1
131795,-1,0
131796,2084P0800X,1
131797,-1,0
131798,-1,0
131799,-1,0
131800,-1,0
131801,2084P0800X,1
131802,-1,0
131803,-1,0
131804,-1,0
131805,-1,0
131806,-1,0
131807,-1,0
131808,-1,0
131809,2084N0400X,1
131810,-1,0
131811,-1,0
131812,2084P0800X,1
131813,-1,0
131814,-1,0
131815,-1,0
131816,208G00000X,1
131817,-1,0
131818,2084N0402X,1
131819,-1,0
131820,-1,0
131821,-1,0
131822,-1,0
131823,207R00000X,1
131824,-1,0
131825,207Q00000X,1
131826,-1,0
131827,-1,0
131828,-1,0
131829,2084N0400X,1
131830,-1,0
131831,-1,0
131832,-1,0
131833,-1,0
131834,-1,0
131835,-1,0
131836,-1,0
131837,2084N0400X,1
131838,2084P0800X,1
131839,207R00000X,1
131840,207R00000X,1
131841,-1,0
131842,-1,0
131843,207Q00000X,1
131844,-1,0
131845,-1,0
131846,-1,0
131847,2084N0400X,1
131848,2084P0804X,1
131849,-1,0
131850,-1,0
131851,2084N0400X,1
131852,-1,0
131853,363L00000X,1
131854,2084N0400X,1
131855,-1,0
131856,2084P0800X,1
131857,-1,0
131858,2084N0400X,1
131859,-1,0
131860,-1,0
131861,-1,0
131862,2084P0800X,1
131863,207Q00000X,1
131864,207R00000X,1
131865,-1,0
131866,-1,0
131867,-1,0
131868,-1,0
131869,-1,0
131870,-1,0
131871,-1,0
131872,207RC0000X,1
131873,2084P0800X,1
131874,-1,0
131875,-1,0
131876,-1,0
131877,-1,0
131878,207Q00000X,1
131879,-1,0
131880,-1,0
131881,-1,0
131882,207Q00000X,1
131883,-1,0
131884,-1,0
131885,-1,0
131886,2084N0400X,1
131887,-1,0
131888,-1,0
131889,-1,0
131890,-1,0
131891,-1,0
131892,-1,0
131893,207WX0107X,1
131894,207Q00000X,1
131895,-1,0
131896,-1,0
131897,-1,0
131898,207Q00000X,1
131899,-1,0
131900,-1,0
131901,207T00000X,1
131902,-1,0
131903,-1,0
131904,-1,0
131905,-1,0
131906,-1,0
131907,-1,0
131908,-1,0
131909,-1,0
131910,-1,1
131911,2084P0800X,1
131912,2084P0800X,1
131913,-1,0
131914,2084P0800X,1
131915,2084P0800X,1
131916,-1,0
131917,-1,1
131918,207R00000X,1
131919,207Q00000X,1
131920,-1,0
131921,-1,0
131922,-1,0
131923,-1,0
131924,208000000X,1
131925,-1,0
131926,-1,0
131927,207Q00000X,1
131928,-1,0
131929,2084P0800X,1
131930,-1,1
131931,-1,0
131932,2084P0800X,1
131933,-1,0
131934,-1,0
131935,207R00000X,1
131936,2084P0800X,1
131937,2084P0804X,1
131938,-1,0
131939,-1,0
131940,-1,0
131941,207VX0000X,1
131942,-1,0
131943,-1,0
131944,-1,0
131945,-1,0
131946,2084N0400X,1
131947,-1,0
131948,-1,0
131949,-1,0
131950,-1,0
131951,-1,0
131952,-1,0
131953,-1,1
131954,-1,0
131955,-1,0
131956,-1,0
131957,-1,0
131958,207R00000X,1
131959,-1,0
131960,-1,0
131961,-1,0
131962,-1,0
131963,-1,0
131964,1835N1003X,1
131965,-1,0
131966,2084P0800X,1
131967,-1,0
131968,-1,0
131969,-1,0
131970,-1,0
131971,-1,0
131972,-1,1
131973,-1,0
131974,-1,0
131975,-1,0
131976,-1,0
131977,-1,0
131978,-1,0
131979,-1,0
131980,2084P0800X,1
131981,-1,0
131982,-1,0
131983,-1,0
131984,-1,0
131985,2084N0400X,1
131986,-1,0
131987,-1,0
131988,-1,0
131989,-1,0
131990,2084N0400X,1
131991,-1,0
131992,-1,0
131993,2084N0400X,1
131994,-1,0
131995,-1,0
131996,2084P0800X,1
131997,-1,0
131998,2084N0400X,1
131999,-1,0
132000,-1,0
132001,-1,0
132002,-1,0
132003,-1,0
132004,-1,0
132005,2084P0800X,1
132006,-1,0
132007,-1,0
132008,2084N0400X,1
132009,-1,0
132010,-1,0
132011,-1,0
132012,2084N0400X,1
132013,-1,0
132014,-1,0
132015,-1,0
132016,207R00000X,1
132017,-1,0
132018,-1,0
132019,-1,0
132020,-1,0
132021,-1,0
132022,2084P0800X,1
132023,-1,0
132024,-1,0
132025,-1,0
132026,-1,0
132027,2085R0001X,1
132028,-1,0
132029,-1,0
132030,207Q00000X,1
132031,-1,0
132032,-1,0
132033,-1,0
132034,-1,0
132035,-1,0
132036,-1,0
132037,-1,0
132038,-1,0
132039,2084N0400X,1
132040,-1,0
132041,-1,0
132042,-1,0
132043,2084P0800X,1
132044,-1,0
132045,204R00000X,1
132046,-1,0
132047,-1,0
132048,-1,0
132049,207R00000X,1
132050,-1,0
132051,363LF0000X,1
132052,-1,0
132053,-1,0
132054,-1,0
132055,-1,0
132056,-1,0
132057,-1,1
132058,-1,0
132059,-1,0
132060,-1,0
132061,2084N0400X,1
132062,-1,1
132063,207N00000X,1
132064,-1,0
132065,-1,0
132066,-1,0
132067,-1,0
132068,-1,0
132069,-1,0
132070,-1,0
132071,-1,0
132072,-1,0
132073,-1,0
132074,-1,0
132075,-1,0
132076,2084P0800X,1
132077,-1,0
132078,-1,0
132079,-1,0
132080,207Q00000X,1
132081,-1,0
132082,-1,0
132083,-1,0
132084,2084N0400X,1
132085,-1,0
132086,-1,0
132087,2084P0800X,1
132088,-1,0
132089,-1,0
132090,-1,0
132091,-1,0
132092,-1,0
132093,207R00000X,1
132094,-1,0
132095,-1,0
132096,2084P0800X,1
132097,207Q00000X,1
132098,2084P0800X,1
132099,2084P0800X,1
132100,-1,0
132101,-1,0
132102,-1,0
132103,-1,0
132104,-1,0
132105,2084N0400X,1
132106,2084N0400X,1
132107,2084P0805X,1
132108,-1,0
132109,208000000X,1
132110,-1,0
132111,103T00000X,1
132112,-1,0
132113,-1,0
132114,2084P0800X,1
132115,-1,0
132116,-1,0
132117,-1,0
132118,-1,0
132119,-1,0
132120,-1,0
132121,207V00000X,1
132122,-1,0
132123,-1,0
132124,2084N0400X,1
132125,-1,0
132126,-1,0
132127,207Q00000X,1
132128,207W00000X,1
132129,-1,0
132130,-1,0
132131,207Q00000X,1
132132,-1,0
132133,-1,0
132134,-1,0
132135,-1,0
132136,-1,0
132137,-1,0
132138,-1,0
132139,-1,0
132140,-1,0
132141,208000000X,1
132142,207RH0003X,1
132143,-1,0
132144,-1,0
132145,-1,0
132146,2084P0800X,1
132147,-1,0
132148,-1,0
132149,2084N0400X,1
132150,207Q00000X,1
132151,-1,0
132152,2084P0800X,1
132153,-1,0
132154,2084P0800X,1
132155,2084P0800X,1
132156,2084N0400X,1
132157,-1,0
132158,-1,0
132159,-1,0
132160,-1,0
132161,-1,0
132162,-1,0
132163,-1,0
132164,207RH0003X,1
132165,-1,0
132166,-1,0
132167,207Q00000X,1
132168,207R00000X,1
132169,-1,0
132170,-1,0
132171,207RR0500X,1
132172,-1,0
132173,2084N0400X,1
132174,-1,0
132175,2084N0400X,1
132176,-1,0
132177,-1,0
132178,-1,0
132179,-1,0
132180,207RX0202X,1
132181,-1,0
132182,207W00000X,1
132183,-1,0
132184,-1,0
132185,-1,0
132186,-1,0
132187,2084P0800X,1
132188,-1,0
132189,-1,0
132190,-1,0
132191,2084P0800X,1
132192,2084P0800X,1
132193,-1,0
132194,-1,0
132195,-1,0
132196,2084P0805X,1
132197,-1,0
132198,-1,0
132199,2084P0800X,1
132200,-1,0
132201,2084P0800X,1
132202,2084N0400X,1
132203,-1,0
132204,-1,0
132205,-1,0
132206,-1,0
132207,-1,0
132208,2084P0804X,1
132209,-1,0
132210,-1,0
132211,-1,0
132212,-1,0
132213,207R00000X,1
132214,-1,0
132215,-1,0
132216,-1,0
132217,-1,0
132218,2084N0400X,1
132219,-1,0
132220,-1,0
132221,-1,0
132222,-1,0
132223,-1,0
132224,2084N0400X,1
132225,-1,0
132226,-1,0
132227,-1,0
132228,-1,0
132229,-1,0
132230,-1,0
132231,2084P0804X,1
132232,2084N0400X,1
132233,-1,0
132234,207T00000X,1
132235,-1,0
132236,-1,0
132237,-1,0
132238,-1,0
132239,-1,0
132240,-1,0
132241,-1,0
132242,-1,0
132243,-1,0
132244,-1,0
132245,-1,0
132246,-1,0
132247,-1,0
132248,-1,0
132249,-1,0
132250,-1,0
132251,2084P0800X,1
132252,207R00000X,1
132253,-1,0
132254,-1,0
132255,2084N0400X,1
132256,-1,0
132257,-1,0
132258,-1,0
132259,208000000X,1
132260,-1,0
132261,-1,0
132262,2084P0800X,1
132263,-1,0
132264,-1,0
132265,2084N0400X,1
132266,-1,0
132267,208000000X,1
132268,-1,0
132269,2084S0012X,1
132270,-1,0
132271,-1,0
132272,-1,0
132273,-1,0
132274,-1,0
132275,-1,1
132276,207RP1001X,1
132277,-1,0
132278,-1,0
132279,207R00000X,1
132280,-1,0
132281,-1,0
132282,-1,0
132283,-1,0
132284,-1,0
132285,207Q00000X,1
132286,-1,0
132287,-1,0
132288,-1,0
132289,-1,0
132290,-1,0
132291,-1,0
132292,-1,0
132293,-1,0
132294,207RG0100X,1
132295,-1,0
132296,-1,0
132297,-1,0
132298,2084N0400X,1
132299,-1,0
132300,-1,0
132301,-1,0
132302,2084P0800X,1
132303,-1,0
132304,-1,0
132305,-1,0
132306,-1,0
132307,-1,1
132308,207L00000X,1
132309,-1,0
132310,207R00000X,1
132311,-1,0
132312,-1,0
132313,2084P0800X,1
132314,-1,0
132315,-1,0
132316,2084P0802X,1
132317,-1,0
132318,207R00000X,1
132319,363LA2200X,1
132320,-1,0
132321,-1,0
132322,-1,0
132323,2084P0800X,1
132324,-1,0
132325,-1,0
132326,-1,0
132327,2084P0800X,1
132328,-1,0
132329,-1,0
132330,-1,0
132331,-1,0
132332,-1,0
132333,-1,1
132334,-1,0
132335,2084N0400X,1
132336,-1,0
132337,-1,0
132338,-1,0
132339,-1,0
132340,174400000X,1
132341,-1,0
132342,-1,0
132343,-1,0
132344,207Q00000X,1
132345,-1,0
132346,-1,0
132347,-1,0
132348,-1,0
132349,-1,0
132350,-1,0
132351,-1,0
132352,-1,0
132353,208000000X,1
132354,-1,0
132355,-1,0
132356,207Q00000X,1
132357,2084V0102X,1
132358,-1,0
132359,-1,0
132360,-1,0
132361,-1,0
132362,-1,0
132363,-1,0
132364,-1,0
132365,183500000X,1
132366,-1,0
132367,-1,0
132368,-1,0
132369,-1,0
132370,-1,0
132371,2084P0800X,1
132372,2084P0800X,1
132373,-1,0
132374,-1,0
132375,-1,0
132376,2084P0800X,1
132377,-1,0
132378,-1,0
132379,-1,0
132380,-1,0
132381,-1,0
132382,207Q00000X,1
132383,-1,0
132384,207Q00000X,1
132385,-1,0
132386,-1,0
132387,-1,0
132388,-1,0
132389,2084P0800X,1
132390,207RH0000X,1
132391,-1,0
132392,-1,0
132393,-1,0
132394,207Q00000X,1
132395,-1,0
132396,208000000X,1
132397,-1,0
132398,2084P0800X,1
132399,-1,0
132400,-1,0
132401,-1,0
132402,-1,0
132403,2084N0400X,1
132404,2084P0800X,1
132405,-1,0
132406,207R00000X,1
132407,208D00000X,1
132408,-1,0
132409,-1,0
132410,2084P0800X,1
132411,2084P0804X,1
132412,2084N0400X,1
132413,-1,0
132414,207Q00000X,1
132415,-1,0
132416,-1,0
132417,-1,0
132418,-1,0
132419,-1,0
132420,207Q00000X,1
132421,207R00000X,1
132422,-1,0
132423,-1,0
132424,2084P0800X,1
132425,-1,0
132426,-1,0
132427,-1,0
132428,-1,0
132429,-1,0
132430,-1,0
132431,-1,0
132432,208000000X,1
132433,-1,0
132434,207RC0000X,1
132435,-1,0
132436,-1,0
132437,207Q00000X,1
132438,2084N0400X,1
132439,-1,0
132440,-1,0
132441,-1,0
132442,2084P0805X,1
132443,207N00000X,1
132444,2084N0400X,1
132445,-1,0
132446,-1,0
132447,-1,0
132448,-1,0
132449,-1,0
132450,-1,0
132451,2084P0800X,1
132452,-1,0
132453,-1,0
132454,-1,0
132455,207Q00000X,1
132456,-1,0
132457,207RC0000X,1
132458,-1,0
132459,-1,0
132460,-1,0
132461,-1,0
132462,-1,0
132463,-1,0
132464,-1,1
132465,-1,0
132466,-1,0
132467,-1,0
132468,-1,0
132469,207PE0004X,1
132470,-1,0
132471,2084P0800X,1
132472,-1,0
132473,-1,0
132474,-1,0
132475,-1,0
132476,-1,0
132477,-1,0
132478,-1,0
132479,207Q00000X,1
132480,-1,0
132481,-1,0
132482,-1,0
132483,363A00000X,1
132484,2084N0400X,1
132485,207Q00000X,1
132486,2084N0400X,1
132487,2084P0800X,1
132488,-1,0
132489,-1,0
132490,-1,0
132491,-1,0
132492,-1,0
132493,-1,0
132494,-1,0
132495,-1,0
132496,-1,0
132497,-1,0
132498,2084P0800X,1
132499,363A00000X,1
132500,2084P0800X,1
132501,-1,0
132502,2084P0800X,1
132503,-1,0
132504,-1,0
132505,208100000X,1
132506,-1,0
132507,2084N0400X,1
132508,-1,0
